Name,Location,Keyword
Amanojaku,Japan,small
Amanojaku,Japan,demon
Sunekosuri,Japan,small
Sunekosuri,Japan,dog
Sunekosuri,Japan,cat
Sunekosuri,Japan,creature
Sunekosuri,Japan,rubs
Sunekosuri,Japan,legs
Sunekosuri,Japan,night
Nozuchi,Japan,small
Nozuchi,Japan,seaserpent
Kawa-zaru,Japan,smelly
Kawa-zaru,Japan,cowardly
Kawa-zaru,Japan,water
Kawa-zaru,Japan,spirit
Soraki-gaeshi,Japan,sound
Soraki-gaeshi,Japan,trees
Soraki-gaeshi,Japan,cut
Onibi,Japan,spectral
Onibi,Japan,fire
Ayakashi-no-ayashibi,Japan,spectral
Ayakashi-no-ayashibi,Japan,fire
Asobibi,Japan,spectral
Asobibi,Japan,fire
Jor?gumo,Japan,spider
Jor?gumo,Japan,woman
T?fu-koz?,Japan,spirit
T?fu-koz?,Japan,child
T?fu-koz?,Japan,carrying
T?fu-koz?,Japan,block
T?fu-koz?,Japan,of tofu
Shiry?,Japan,spirit
Shiry?,Japan,dead
Shiry?,Japan,person
Okiku,Japan,spirit
Okiku,Japan,plate
Okiku,Japan,servant
Okiku,Japan,girl
Okiku,Japan,worm
Binb?gami,Japan,spirit
Binb?gami,Japan,poverty
Nurikabe,Japan,spirit
Nurikabe,Japan,manifests
Nurikabe,Japan,impassable
Nurikabe,Japan,invisible
Nurikabe,Japan,wall
Jibakurei,Japan,spirit
Jibakurei,Japan,protects
Jibakurei,Japan,specific
Jibakurei,Japan,place
Uwan,Japan,spirit
Uwan,Japan,shouts
Uwan,Japan,surprise
Uwan,Japan,people
Azukiarai/Azukitogi,Japan,spirit
Azukiarai/Azukitogi,Japan,washes
Azukiarai/Azukitogi,Japan,azuki
Azukiarai/Azukitogi,Japan,beans
Azukiarai/Azukitogi,Japan,riversides
Yanari,Japan,spirit
Yanari,Japan,strange
Yanari,Japan,noises
Nekomata,Japan,split
Nekomata,Japan,tailed
Nekomata,Japan,magical
Nekomata,Japan,cat
Obariyon,Japan,spook
Obariyon,Japan,piggyback
Obariyon,Japan,human
Obariyon,Japan,heavy
Y?kai,Japan,supernatural
Y?kai,Japan,monster
Kawa-uso,Japan,supernatural
Kawa-uso,Japan,river
Kawa-uso,Japan,otter
Nobusuma,Japan,supernatural
Nobusuma,Japan,monstrous
Nobusuma,Japan,flying
Nobusuma,Japan,squirrel
Hakutaku,Japan,talking
Hakutaku,Japan,beast
Hakutaku,Japan,knowledge
Hakutaku,Japan,harmful
Hakutaku,Japan,spirits
Yatagarasu,Japan,three
Yatagarasu,Japan,legged
Yatagarasu,Japan,crow
Yatagarasu,Japan,amaterasu
Shachihoko,Japan,tiger
Shachihoko,Japan,carp
Shachihoko,Japan,hybrid
Kodama,Japan,tree
Kodama,Japan,spirit
Kijimunaa,Japan,tree
Kijimunaa,Japan,sprite
Kijimunaa,Japan,okinawa
Akateko,Japan,tree
Akateko,Japan,dwelling
Akateko,Japan,monster
Zuijin,Japan,tutelary
Zuijin,Japan,spirit
Kokakuch?,Japan,ubume
Kokakuch?,Japan,bird
Shikome,Japan,underworld
Shikome,Japan,hag
Yomotsu-shikome,Japan,underworld
Yomotsu-shikome,Japan,hag
Tantankororin,Japan,unharvested persimmon monster
Ky?ketsuki,Japan,vampire
Shibaten,Japan,water
Shibaten,Japan,spirit
Seko,Japan,water
Seko,Japan,spirit
Seko,Japan,merry
Seko,Japan,night
Shiro-b?zu,Japan,white
Shiro-b?zu,Japan,faceless
Shiro-b?zu,Japan,spirit
Sarugami,Japan,wicked
Sarugami,Japan,monkey
Sarugami,Japan,spirit
Sarugami,Japan,defeated
Sarugami,Japan,dog
Kamaitachi,Japan,wind
Kamaitachi,Japan,spirit
Katawa-guruma,Japan,womriding
Katawa-guruma,Japan,flaming
Katawa-guruma,Japan,wheel
Kiyohime,Japan,womtransformed
Kiyohime,Japan,serpentine
Kiyohime,Japan,demon
Kiyohime,Japan,out
Kiyohime,Japan,rage
Kiyohime,Japan,unrequited
Kiyohime,Japan,love
Futakuchi-onna,Japan,womwith
Futakuchi-onna,Japan,second
Futakuchi-onna,Japan,mouth
Futakuchi-onna,Japan,back
Futakuchi-onna,Japan,head
Iwana-b?zu,Japan,buddhist
Iwana-b?zu,Japan,monk
Wani,Japan,crocodilian water
Wani,Japan,monster
Enk?,Japan,kappa shikokuwestern honsh?
Kashanbo,Japan,kappa climb
Kashanbo,Japan,mountains
Kashanbo,Japan,winter
Kappa,Japan,little
Kappa,Japan,people and
Kappa,Japan,water
Kappa,Japan,spirit
Kahaku,Japan,little
Kahaku,Japan,people and
Kahaku,Japan,water
Kahaku,Japan,spirits
Samebito,Japan,shark
Samebito,Japan,mservant
Samebito,Japan,dragon
Samebito,Japan,king
Samebito,Japan,sea
Taimatsumaru,Japan,tengu surrounded
Taimatsumaru,Japan,demonic
Taimatsumaru,Japan,fire
Karasu-tengu,Japan,tengu bird
Amor?nagu,Japan,tennyo island
Amor?nagu,Japan,amami
Amor?nagu,Japan,?shima
Kuchisake-onna,Japan,vengeful
Kuchisake-onna,Japan,ghost woman
Kuchisake-onna,Japan,mutilated
Kuchisake-onna,Japan,husband
Onry?,Japan,vengeful
Onry?,Japan,ghost
Gory?,Japan,vengeful
Gory?,Japan,ghost
Gory?,Japan,martyr
Morinji-no-okama,Japan,animated
Morinji-no-okama,Japan,tekettle
Makura-gaeshi,Japan,pillow
Makura-gaeshi,Japan,moving
Makura-gaeshi,Japan,spirit
Mujina,Japan,shapeshifting
Mujina,Japan,badger
Mujina,Japan,spirit
Mizuchi,Japan,water
Mizuchi,Japan,dragon
Jujak,Korea,bird
Kye-ryong,Korea,chicken
Kye-ryong,Korea,lizard
Kye-ryong,Korea,hybrid
Haetae,Korea,dog
Haetae,Korea,lion
Haetae,Korea,hybrid
Imugi,Korea,flightless
Imugi,Korea,dragon
Imugi,Korea,creatures
Kumiho,Korea,fox
Kumiho,Korea,spirit
Dokkaebi,Korea,grotesque
Dokkaebi,Korea,horned
Dokkaebi,Korea,humanoids
Chollima,Korea,supernaturally
Chollima,Korea,fast
Chollima,Korea,horse
Gumiho,Korea,demonic
Gumiho,Korea,fox
Gumiho,Korea,thousands
Gumiho,Korea,tails
Gumiho,Korea,believed
Gumiho,Korea,possess
Gumiho,Korea,army
Gumiho,Korea,spirits
Gumiho,Korea,magic
Gumiho,Korea,tails
Vilkacis,Latvia,animalistic
Vilkacis,Latvia,werewolf
Vilkacis,Latvia,monster
P??is,Latvia,dragon
Ve?i,Latvia,ghost
Ve?i,Latvia,shade
Ve?i,Latvia,formed
Ve?i,Latvia,after
Ve?i,Latvia,death
Ve?i,Latvia,human
Vad?t?js,Latvia,spirit
Vad?t?js,Latvia,misleads
Vad?t?js,Latvia,people
M?jas gari,Latvia,benevolent
M?jas gari,Latvia,house
M?jas gari,Latvia,spirit
Nykštukas,Lithuania,cavern
Nykštukas,Lithuania,spirit
Lauk? dvasios,Lithuania,field
Lauk? dvasios,Lithuania,spirit
Žiburinis,Lithuania,forest
Žiburinis,Lithuania,spirit
Žiburinis,Lithuania,form
Žiburinis,Lithuania,glowing
Žiburinis,Lithuania,skeleton
Jievaras,Lithuania,house
Jievaras,Lithuania,spirit
Aitvaras,Lithuania,household
Aitvaras,Lithuania,spirit
Ežerinis,Lithuania,lake
Ežerinis,Lithuania,spirit
Baubas,Lithuania,malevolent
Baubas,Lithuania,spirit
Ragana,Lithuania,malevolent
Ragana,Lithuania,witch
Kaukas,Lithuania,nature
Kaukas,Lithuania,spirit
Upinis,Lithuania,river
Upinis,Lithuania,spirit
Maro deiv?s,Lithuania,disease
Maro deiv?s,Lithuania,spirits
Hantu Raya,Malaysia,demonic
Hantu Raya,Malaysia,servant
Á Bao A Qu,Malaysia,entity
Á Bao A Qu,Malaysia,lives
Á Bao A Qu,Malaysia,tower
Á Bao A Qu,Malaysia,victory
Á Bao A Qu,Malaysia,chitor
Orang Bunian,Malaysia,forest
Orang Bunian,Malaysia,spirit
Polong,Malaysia,invisible
Polong,Malaysia,servant
Polong,Malaysia,spirit
Abath,Malaysia,one
Abath,Malaysia,horned
Abath,Malaysia,animal
Pelesit,Malaysia,servant
Pelesit,Malaysia,spirit
Toyol,Malaysia,servant
Toyol,Malaysia,spirit
Hantu Air,Malaysia,shapeshifting
Hantu Air,Malaysia,water
Hantu Air,Malaysia,spirit
Orang Minyak,Malaysia,spectral
Orang Minyak,Malaysia,rapist
Pontianak,Malaysia,undead
Pontianak,Malaysia,vampiric
Pontianak,Malaysia,women
Pontianak,Malaysia,died
Pontianak,Malaysia,childbirth
Penanggalan,Malaysia,vampires
Penanggalan,Malaysia,sever
Penanggalan,Malaysia,heads
Il-Bellieg?a,Malta,malevolent
Il-Bellieg?a,Malta,well
Il-Bellieg?a,Malta,spirit
Taotao Mona,Mariana Islands,ancestral
Taotao Mona,Mariana Islands,spirits
Tecumbalam,Mexico,bird
Xecotcovach,Mexico,bird
Camulatz,Mexico,bird
Camulatz,Mexico,ate
Camulatz,Mexico,heads
Camulatz,Mexico,first
Camulatz,Mexico,men
Huaychivo,Mexico,human
Huaychivo,Mexico,deer
Huaychivo,Mexico,hybrid
Vision Serpent,Mexico,mystical
Vision Serpent,Mexico,dragon
Alux,Mexico,little
Alux,Mexico,people
Abaia,Melanesia,huge
Abaia,Melanesia,magical
Abaia,Melanesia,eel
The Cu Bird,Mexico,el
The Cu Bird,Mexico,pájaro
The Cu Bird,Mexico,bird
Almas,Mongolia,savage
Almas,Mongolia,humanoid
Gurumapa,Nepal,child
Gurumapa,Nepal,eating
Gurumapa,Nepal,demon
Lakhey,Nepal,demon
Lakhey,Nepal,fangs
Khyah,Nepal,fat
Khyah,Nepal,hairy
Khyah,Nepal,ape
Khyah,Nepal,creature
Suangi,New Guinea,cannibalistic
Suangi,New Guinea,sorcerer
Oshun,Nigeria,god
Oshun,Nigeria,love
Oshun,Nigeria,fertility
Ogun,Nigeria,iron
Ogun,Nigeria,god
Ogun,Nigeria,yorub
Ogun,Nigeria,people
Svartál+2322:2353far,Norway,cavern
Svartálfar,Norway,spirits
Svartálfar,Norway,black
Svartálfar,Norway,elves
Níðhöggr,Norway,dragon
Sleipnir,Norway,eight
Sleipnir,Norway,legged
Sleipnir,Norway,horse
Valkyrie,Norway,female
Valkyrie,Norway,spirit
Valkyrie,Norway,leads
Valkyrie,Norway,souls
Valkyrie,Norway,dead
Valkyrie,Norway,warriors
Valkyrie,Norway,valhalla
Eldjötnar,Norway,fire
Eldjötnar,Norway,giants
Eldjötnar,Norway,muspelheim
Eldjötnar,Norway,surtr
Sjörå,Norway,freshwater
Sjörå,Norway,spirit
Hrímþursar,Norway,frost
Hrímþursar,Norway,giants
Hrímþursar,Norway,jotunheim niflheim
Garmr,Norway,giant
Garmr,Norway,ravenous
Garmr,Norway,hound
Hraesvelg,Norway,giant
Hraesvelg,Norway,eagle
Hraesvelg,Norway,form
Hraesvelg,Norway,wind
Hraesvelg,Norway,wings
Jötunn,Norway,gigantic
Jötunn,Norway,nature
Jötunn,Norway,spirits
Fenrir,Norway,gigantic
Fenrir,Norway,ravenous
Fenrir,Norway,wolf
Vedrfolnir,Norway,hawk
Vedrfolnir,Norway,eyes
Vedrfolnir,Norway,eagle
Vedrfolnir,Norway,crown
Vedrfolnir,Norway,tree
Vedrfolnir,Norway,yggdrasil
Half-elf,Norway,human
Half-elf,Norway,elf
Half-elf,Norway,hybrid
Habrok,Norway,hawk
Dökkálfar,Norway,male
Dökkálfar,Norway,ancestral
Dökkálfar,Norway,spirits
Dökkálfar,Norway,dark
Dökkálfar,Norway,elves
Bergrisar,Norway,mountain
Bergrisar,Norway,giants
Bergrisar,Norway,hrimthursar 
Bergsrå,Norway,mountain
Bergsrå,Norway,spirit
Troll,Norway,nature
Troll,Norway,spirit
Vættir,Norway,nature
Vættir,Norway,spirit
Landvættir,Norway,nature
Landvættir,Norway,spirits
Æsir,Norway,norway
Æsir,Norway,deities
Huginn and Muninn,Norway,ravens
Huginn and Muninn,Norway,norway
Huginn and Muninn,Norway,god odin
"Víðópnir,",Norway,rooster
"Víðópnir,",Norway,sits
"Víðópnir,",Norway,atop
"Víðópnir,",Norway,tree
Havsrå,Norway,saltwater
Havsrå,Norway,spirit
Jörmungandr,Norway,seserpent
Sjövættir,Norway,seaspirit
Rå,Norway,spirit
Rå,Norway,protects
Rå,Norway,specific
Rå,Norway,place
Einherjar,Norway,spirits
Einherjar,Norway,brave
Einherjar,Norway,warriors
Ratatoskr,Norway,squirrel
Ratatoskr,Norway,spirit
Dvergr,Norway,subterranean little
Dvergr,Norway,people smiths
Ljósálfar,Norway,sunlight
Ljósálfar,Norway,spirits
Ljósálfar,Norway,light
Ljósálfar,Norway,elves
Draugr,Norway,undead
Haugbui,Norway,undead
Haugbui,Norway,burial
Haugbui,Norway,mound
Svaðilfari,Norway,unnatural
Svaðilfari,Norway,strong
Svaðilfari,Norway,horse
Svaðilfari,Norway,father
Svaðilfari,Norway,sleipnir
Sköll,Norway,wolf
Sköll,Norway,chases
Sköll,Norway,sun
Loki,Norway,god
Loki,Norway,night
Thor,Norway,god
Thor,Norway,thunder
Thor,Norway,storm
Odin,Norway,king
Odin,Norway,asgard
Marmennill,Norway,mermen prophetic
Marmennill,Norway,abilities
Grassman,Ohio,ape
Grassman,Ohio,cryptid
Pishtaco,Peru,monster
Pishtaco,Peru,victim
Pishtaco,Peru,body
Pishtaco,Peru,fat
Pishtaco,Peru,cannibalistic
Tikbalang,Philippines,anthropomorphic
Tikbalang,Philippines,horse
Tigmamanukan,Philippines,asifairy
Tigmamanukan,Philippines,bluebird
Sarimanok,Philippines,bird
Sarimanok,Philippines,good
Sarimanok,Philippines,fortune
Ibong Adarna,Philippines,bird
Ibong Adarna,Philippines,changes
Ibong Adarna,Philippines,color
Ibong Adarna,Philippines,when
Ibong Adarna,Philippines,finishes
Ibong Adarna,Philippines,song
Aswang,Philippines,carrion
Aswang,Philippines,eating
Aswang,Philippines,humanoid
Kumakatok,Philippines,death
Kumakatok,Philippines,spirits
Hantu Demon,Philippines,demon
Tiyanak,Philippines,demons
Tiyanak,Philippines,are
Tiyanak,Philippines,souls
Tiyanak,Philippines,dead
Tiyanak,Philippines,unbaptized
Tiyanak,Philippines,babies
Batibat,Philippines,female
Batibat,Philippines,night
Batibat,Philippines,demon
Ekek,Philippines,flesh
Ekek,Philippines,eating
Ekek,Philippines,winged
Ekek,Philippines,humanoids
Minokawa,Philippines,giant
Minokawa,Philippines,swallow
Sigbin,Philippines,goat
Sigbin,Philippines,vampire
Pugot,Philippines,headless
Pugot,Philippines,humanoid
Kapre,Philippines,malevolent
Kapre,Philippines,tree
Kapre,Philippines,spirit
Nuno,Philippines,malevolent little
Nuno,Philippines,people
Engkanto,Philippines,neutral
Engkanto,Philippines,nature
Engkanto,Philippines,spirit
Kamatayan,Philippines,philippines
Kamatayan,Philippines,counterpart
Kamatayan,Philippines,death
Bathala,Philippines,primordial
Bathala,Philippines,god
Bathala,Philippines,creation
Bakunawa,Philippines,seaserpent
Bakunawa,Philippines,eclipses
Santelmo,Philippines,spirits
Santelmo,Philippines,fireballs
Santelmo,Philippines,roam
Santelmo,Philippines,forest
Diwata,Philippines,tree
Diwata,Philippines,spirit
Alan,Philippines,winged
Alan,Philippines,humanoid
Alan,Philippines,steals
Alan,Philippines,reproductive
Duwende,Philippines,little
Duwende,Philippines,people
Duwende,Philippines,house
Duwende,Philippines,spirits
Duwende,Philippines,nature
Multo,Philippines,spirit
Multo,Philippines,deceased
Multo,Philippines,person
Multo,Philippines,justice
Manananggal,Philippines,vampires
Manananggal,Philippines,sever
Manananggal,Philippines,torsos
Manananggal,Philippines,legs
Manananggal,Philippines,fly
Manananggal,Philippines,around
Sky Women,Poland,weather
Sky Women,Poland,spirit
Polevik,Poland,little
Polevik,Poland,people and
Polevik,Poland,field
Polevik,Poland,spirits
Karze?ek,Poland,little
Karze?ek,Poland,people and
Karze?ek,Poland,mine
Karze?ek,Poland,spirits
Enchanted Moor,Portugal,enchanted
Enchanted Moor,Portugal,princesses
Achlis,Rome,curious
Achlis,Rome,elk
Cacus,Rome,fire
Cacus,Rome,breathing
Cacus,Rome,giant
Di Penates,Rome,house
Di Penates,Rome,spirit
Lares,Rome,house
Lares,Rome,spirit
Faun,Rome,human
Faun,Rome,goat
Faun,Rome,hybrid
Faun,Rome,nature
Faun,Rome,spirit
Genius loci,Rome,spirit
Genius loci,Rome,protects
Genius loci,Rome,specific
Genius loci,Rome,place
Numen,Rome,tutelary
Numen,Rome,spirit
Strix,Rome,vampiric
Strix,Rome,bird
Manes,Rome,ancestral
Manes,Rome,spirits
Neptune,Rome,god
Neptune,Rome,freshwater
Neptune,Rome,sea
Vâlv?,Rome,female
Vâlv?,Rome,nature
Vâlv?,Rome,spirit
Iele,Rome,female
Iele,Rome,nature
Iele,Rome,spirits
Vântoase,Rome,female
Vântoase,Rome,weather
Vântoase,Rome,spirit
Uria?,Rome,giant
Ior,Rome,giant
Ior,Rome,creature
Ior,Rome,good
Ior,Rome,spirit
C?pc?un,Rome,large
C?pc?un,Rome,monstrous
C?pc?un,Rome,humanoid
Balaur,Rome,multi
Balaur,Rome,headed
Balaur,Rome,dragon
Sânzian?,Rome,nature
Sânzian?,Rome,spirit
Zân?,Rome,nature
Zân?,Rome,spirit
Strigoi,Rome,vampire
Vârcolac,Rome,vampire
Vârcolac,Rome,werewolf
Moroi,Rome,vampiric
Moroi,Rome,ghost
Zburator,Rome,wolf
Zburator,Rome,headed
Zburator,Rome,dragon
Spiridu?,Rome,little
Spiridu?,Rome,people
Pricolici,Rome,undead
Pricolici,Rome,wolf
Muma P?durii,Rome,forest
Muma P?durii,Rome,dwelling
Muma P?durii,Rome,hag
Zmeu,Rome,giant
Zmeu,Rome,kidnapping
Zmeu,Rome,girls
Ded Moroz,Russia,winter
Ded Moroz,Russia,spirit
Ded Moroz,Russia,gifts
Ded Moroz,Russia,children
Ded Moroz,Russia,new
Ded Moroz,Russia,year's
Ded Moroz,Russia,eve
Gagana,Russia,iron
Gagana,Russia,beaked
Gagana,Russia,bird
Gagana,Russia,copper
Gagana,Russia,talons
Indrik,Russia,one
Indrik,Russia,horned
Indrik,Russia,horse
Indrik,Russia,bull
Indrik,Russia,hybrid
Gamayun,Russia,prophetic
Gamayun,Russia,human headed
Gamayun,Russia,bird
Fylgja,Scandinavia,animal
Fylgja,Scandinavia,familiar
Gjenganger,Scandinavia,corporeal
Gjenganger,Scandinavia,ghost
Bysen,Scandinavia,diminutive
Bysen,Scandinavia,forest
Bysen,Scandinavia,spirit
Huldra,Scandinavia,forest
Huldra,Scandinavia,spirit
Skogsrå,Scandinavia,forest
Skogsrå,Scandinavia,spirit
Vardøger,Scandinavia,ghostly
Vardøger,Scandinavia,double
Nisse,Scandinavia,house
Nisse,Scandinavia,spirit
Tomte,Scandinavia,house
Tomte,Scandinavia,spirit
Hamingja,Scandinavia,personal
Hamingja,Scandinavia,protection
Hamingja,Scandinavia,spirit
Kraken,Scandinavia,semonster
Kajsa,Scandinavia,wind
Kajsa,Scandinavia,spirit
Mara,Scandinavia,female
Mara,Scandinavia,night
Mara,Scandinavia,demon
Myling,Scandinavia,ghosts
Myling,Scandinavia,unbaptized
Myling,Scandinavia,children
Drow,Scotland,cavern
Drow,Scotland,spirit
Caoineag,Scotland,death
Caoineag,Scotland,spirit
Cailleach,Scotland,divine
Cailleach,Scotland,creator
Cailleach,Scotland,weather
Cailleach,Scotland,deity
Cailleach,Scotland,hag
Cat Sidhe,Scotland,fairy
Cat Sidhe,Scotland,cat
Cu Sith,Scotland,gigantic
Cu Sith,Scotland,fairy
Cu Sith,Scotland,dog
Lavellan,Scotland,gigantic
Lavellan,Scotland,water
Lavellan,Scotland,rat
Glaistig,Scotland,human
Glaistig,Scotland,goat
Glaistig,Scotland,hybrid
Nuckelavee,Scotland,malevolent
Nuckelavee,Scotland,human horse
Nuckelavee,Scotland,fish
Nuckelavee,Scotland,hybrid
Bodach,Scotland,malevolent
Bodach,Scotland,spirit
Bogle,Scotland,malevolent
Bogle,Scotland,spirit
Wirry-cow,Scotland,malevolent
Wirry-cow,Scotland,spirit
Each Uisge,Scotland,malevolent
Each Uisge,Scotland,water
Each Uisge,Scotland,horse
Boobrie,Scotland,roaring
Boobrie,Scotland,water
Boobrie,Scotland,bird
Cirein cròin,Scotland,seserpent
Loch Ness Monster,Scotland,serpentine
Loch Ness Monster,Scotland,semonster
Tangie,Scotland,shapeshifting
Tangie,Scotland,water
Tangie,Scotland,spirit
Gigelorum,Scotland,smallest
Gigelorum,Scotland,animal
Pech,Scotland,strong little
Pech,Scotland,people
Ghillie Dhu,Scotland,tree
Ghillie Dhu,Scotland,guardian
Wraith,Scotland,water
Wraith,Scotland,spirit
Wraith,Scotland,ghostly
Wraith,Scotland,apparition
Wulver,Scotland,wolf
Wulver,Scotland,headed
Wulver,Scotland,humanoid
Wulver,Scotland,spirit
Psoglav,Serbia,dog
Psoglav,Serbia,headed
Psoglav,Serbia,monster
Bukavac,Serbia,six
Bukavac,Serbia,legged
Bukavac,Serbia,lake
Bukavac,Serbia,monster
Cikavac,Serbia,bird
Cikavac,Serbia,serves
Cikavac,Serbia,owner
BasCelik,Serbia,powerful
BasCelik,Serbia,evil
BasCelik,Serbia,winged
BasCelik,Serbia,man
BasCelik,Serbia,dehydration
Merlion,Singapore,combination
Merlion,Singapore,lion
Merlion,Singapore,fish
Merlion,Singapore,symbol
Merlion,Singapore,singapore
Zlatorog,Slovenia,white
Zlatorog,Slovenia,golden
Zlatorog,Slovenia,horned
Zlatorog,Slovenia,deer
Adaro,Solomon Islands,malevolent
Adaro,Solomon Islands,merfolk
Mono Grande,South America,giant
Mono Grande,South America,monkey
Yacumama,South America,semonster
Sango,Nigeria,yorubking
Sango,Nigeria,arts
Sango,Nigeria,music
Sango,Nigeria,dance
Sango,Nigeria,entertainment
Trasgo,Spain,grotesque
Trasgo,Spain,mischievous
Trasgo,Portugal,little
Trasgo,Portugal,people
Duende,Spain,little
Duende,Spain,people and
Duende,Portugal,forest
Duende,Portugal,spirits
Asakku,Iraq,demon
Anzû,Iraq,divine
Anzû,Iraq,storm
Anzû,Iraq,bird
Apkallu,Iraq,fish
Apkallu,Iraq,human hybrid
Apkallu,Iraq,attends
Apkallu,Iraq,god enki
Gidim,Iraq,ghost
Edimmu,Iraq,ghosts
Edimmu,Iraq,those
Edimmu,Iraq,not
Edimmu,Iraq,buried
Edimmu,Iraq,properly
Asag,Iraq,hideous
Asag,Iraq,rock
Asag,Iraq,demon
Scorpion Man,Iraq,human scorpion
Scorpion Man,Iraq,hybrid
Jerff,Sweden,gluttonous
Jerff,Sweden,dog
Jerff,Sweden,cat
Jerff,Sweden,fox
Jerff,Sweden,hybrid
Radande,Sweden,tree
Radande,Sweden,spirit
Barbegazi,Switzerland,dwarf
Barbegazi,Switzerland,giant
Barbegazi,Switzerland,snowshoe
Barbegazi,Switzerland,feet
Türst,Switzerland,legendary
Türst,Switzerland,figure
Türst,Switzerland,turns
Türst,Switzerland,people
Türst,Switzerland,dogs
Phi Tai Hong,Thailand,ghost
Phi Tai Hong,Thailand,person
Phi Tai Hong,Thailand,died
Phi Tai Hong,Thailand,suddenly
Phi Tai Hong,Thailand,violent
Phi Tai Hong,Thailand,cruel
Phi Tai Hong,Thailand,death
Nariphon,Thailand,pod
Nariphon,Thailand,people
Naga fireballs,Thailand,spectral
Naga fireballs,Thailand,fire
Nang Takian,Thailand,tree
Nang Takian,Thailand,spirit
Soucouyant,Trinidad and Tobago,vampiric
Soucouyant,Trinidad and Tobago,hag
Soucouyant,Trinidad and Tobago,takes
Soucouyant,Trinidad and Tobago,form
Soucouyant,Trinidad and Tobago,fireball
Soucouyant,Trinidad and Tobago,night
Karakura,Turkey,male
Karakura,Turkey,night
Karakura,Turkey,demon
Hidebehind,United States,nocturnal
Hidebehind,United States,forest
Hidebehind,United States,creature
La Sayona,Venezuela,female
La Sayona,Venezuela,ghost
La Sayona,Venezuela,punishes
La Sayona,Venezuela,unfaithful
La Sayona,Venezuela,husbands
R?ng -,Vietnam,dragon
Cyhyraeth,Great Britain,death
Cyhyraeth,Great Britain,spirit
Llamhigyn Y Dwr,Great Britain,frog
Llamhigyn Y Dwr,Great Britain,bat
Llamhigyn Y Dwr,Great Britain,lizard
Llamhigyn Y Dwr,Great Britain,hybrid
Adar Llwch Gwin,Great Britain,giant
Adar Llwch Gwin,Great Britain,birds
Adar Llwch Gwin,Great Britain,understand
Adar Llwch Gwin,Great Britain,human
Bendigeidfran,Great Britain,giant
Bendigeidfran,Great Britain,king
Afanc,Great Britain,lake
Afanc,Great Britain,monster
Gwyllion,Great Britain,malevolent
Gwyllion,Great Britain,spirit
Ceffyl D?r,Great Britain,malevolent
Ceffyl D?r,Great Britain,water
Ceffyl D?r,Great Britain,horse
Tylwyth Teg,Great Britain,nature
Tylwyth Teg,Great Britain,spirit
Púca,Great Britain,shapeshifting
Púca,Great Britain,animal
Púca,Great Britain,spirit
C?n Annwn,Great Britain,underworld
C?n Annwn,Great Britain,hunting
C?n Annwn,Great Britain,dog
Gwyllgi,Great Britain,black
Gwyllgi,Great Britain,dog
Coblynau,Great Britain,little
Coblynau,Great Britain,people and
Coblynau,Great Britain,mine
Coblynau,Great Britain,spirits
Mallt-y-Nos,Great Britain,spirit
Mallt-y-Nos,Great Britain,hunt
Obia,West Africa,gigantic
Obia,West Africa,animal
Obia,West Africa,serves
Obia,West Africa,witches
Asanbosam,West Africa,iron
Asanbosam,West Africa,toothed
Asanbosam,West Africa,vampire
Zin,West Africa,water
Zin,West Africa,spirits
Madam Koi Koi,West Africa,female
Madam Koi Koi,West Africa,ghost
Ninki Nanka,West Africa,large
Ninki Nanka,West Africa,reptile
Ninki Nanka,West Africa,possibly
Ninki Nanka,West Africa,dragon
