OID_,MAX_alt,MIN_alt,MEAN_heading,MAX_gs,ident,COUNT_,MEAN_alt,END_DATETIME,TRACK_DURATION,START_DATETIME,ANY_altChange,MIN_gs,F_id,PlatformType,Speed,DateTime,DateTimeSim,Distance_1_sec,BEARING,POINT_X,POINT_Y,POINT_Z,PlatformName,Speed_km_hr
390,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111343,-76.71254907,38.763972,nan,"u""""Aircraft""""",1287.472
391,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111343,-76.710325,38.76577966,nan,"u""""Aircraft""""",1287.472
392,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111343,-76.70810094,38.76758727,nan,"u""""Aircraft""""",1287.472
393,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.70587687,38.76939484,nan,"u""""Aircraft""""",1287.472
394,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.70365281,38.77120235,nan,"u""""Aircraft""""",1287.472
395,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111343,-76.70142874,38.77300983,nan,"u""""Aircraft""""",1287.472
396,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.69920467,38.77481726,nan,"u""""Aircraft""""",1287.472
397,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.69698061,38.77662464,nan,"u""""Aircraft""""",1287.472
398,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.69475654,38.77843198,nan,"u""""Aircraft""""",1287.472
399,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81110187,-76.69253248,38.78023927,nan,"u""""Aircraft""""",1287.472
400,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.69030841,38.78204651,nan,"u""""Aircraft""""",1287.472
401,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81110234,-76.68808434,38.78385371,nan,"u""""Aircraft""""",1287.472
402,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81110187,-76.68586028,38.78566087,nan,"u""""Aircraft""""",1287.472
403,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.68363621,38.78746797,nan,"u""""Aircraft""""",1287.472
404,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.68141214,38.78927504,nan,"u""""Aircraft""""",1287.472
405,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81110187,-76.67918808,38.79108205,nan,"u""""Aircraft""""",1287.472
406,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.67696401,38.79288902,nan,"u""""Aircraft""""",1287.472
407,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.8111005,-76.67473995,38.79469595,nan,"u""""Aircraft""""",1287.472
408,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81128832,-76.67251588,38.79650283,nan,"u""""Aircraft""""",1287.472
409,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81128832,-76.67029181,38.79830966,nan,"u""""Aircraft""""",1287.472
410,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81128832,-76.66806775,38.80011645,nan,"u""""Aircraft""""",1287.472
411,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111307,-76.66584368,38.80192319,nan,"u""""Aircraft""""",1287.472
412,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81111343,-76.66361961,38.80372988,nan,"u""""Aircraft""""",1287.472
413,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:27,357.6311111,43.81109078,-76.66139555,38.80553653,nan,"u""""Aircraft""""",1287.472
414,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.65917148,38.80734314,nan,"u""""Aircraft""""",1287.472
415,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.65694742,38.80914969,nan,"u""""Aircraft""""",1287.472
416,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.65472335,38.81095621,nan,"u""""Aircraft""""",1287.472
417,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.65249928,38.81276267,nan,"u""""Aircraft""""",1287.472
418,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81111343,-76.65027522,38.81456909,nan,"u""""Aircraft""""",1287.472
419,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.64805115,38.81637547,nan,"u""""Aircraft""""",1287.472
420,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.64582708,38.8181818,nan,"u""""Aircraft""""",1287.472
421,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81109078,-76.64360302,38.81998808,nan,"u""""Aircraft""""",1287.472
422,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.64137895,38.82179432,nan,"u""""Aircraft""""",1287.472
423,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.63915489,38.82360051,nan,"u""""Aircraft""""",1287.472
424,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.63693082,38.82540666,nan,"u""""Aircraft""""",1287.472
425,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.63470675,38.82721276,nan,"u""""Aircraft""""",1287.472
426,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.63248269,38.82901881,nan,"u""""Aircraft""""",1287.472
427,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.63025862,38.83082482,nan,"u""""Aircraft""""",1287.472
428,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.81110187,-76.62803456,38.83263078,nan,"u""""Aircraft""""",1287.472
429,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.75386878,-76.62581049,38.8344367,nan,"u""""Aircraft""""",1287.472
430,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.62358642,38.83624257,nan,"u""""Aircraft""""",1287.472
431,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73611309,-76.62136467,38.83805012,nan,"u""""Aircraft""""",1287.472
432,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.61914364,38.83985817,nan,"u""""Aircraft""""",1287.472
433,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.61692261,38.84166616,nan,"u""""Aircraft""""",1287.472
434,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.61470158,38.84347412,nan,"u""""Aircraft""""",1287.472
435,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73613574,-76.61248055,38.84528202,nan,"u""""Aircraft""""",1287.472
436,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.61025952,38.84708988,nan,"u""""Aircraft""""",1287.472
437,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.60803849,38.8488977,nan,"u""""Aircraft""""",1287.472
438,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73611309,-76.60581746,38.85070547,nan,"u""""Aircraft""""",1287.472
439,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.60359643,38.85251319,nan,"u""""Aircraft""""",1287.472
440,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.6013754,38.85432087,nan,"u""""Aircraft""""",1287.472
441,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.59915437,38.8561285,nan,"u""""Aircraft""""",1287.472
442,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.59693334,38.85793608,nan,"u""""Aircraft""""",1287.472
443,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.59471231,38.85974362,nan,"u""""Aircraft""""",1287.472
444,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.59249127,38.86155111,nan,"u""""Aircraft""""",1287.472
445,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73611309,-76.59027024,38.86335856,nan,"u""""Aircraft""""",1287.472
446,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.58804921,38.86516596,nan,"u""""Aircraft""""",1287.472
447,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.58582818,38.86697332,nan,"u""""Aircraft""""",1287.472
448,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.58360715,38.86878063,nan,"u""""Aircraft""""",1287.472
449,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73614941,-76.58138612,38.87058789,nan,"u""""Aircraft""""",1287.472
450,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612933,-76.57916509,38.87239511,nan,"u""""Aircraft""""",1287.472
451,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612933,-76.57694406,38.87420228,nan,"u""""Aircraft""""",1287.472
452,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612933,-76.57472303,38.87600941,nan,"u""""Aircraft""""",1287.472
453,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.736131,-76.572502,38.87781648,nan,"u""""Aircraft""""",1287.472
454,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73624387,-76.57028097,38.87962352,nan,"u""""Aircraft""""",1287.472
455,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.56805994,38.88143051,nan,"u""""Aircraft""""",1287.472
456,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.56583891,38.88323745,nan,"u""""Aircraft""""",1287.472
457,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.56361788,38.88504434,nan,"u""""Aircraft""""",1287.472
458,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612417,-76.56139684,38.88685119,nan,"u""""Aircraft""""",1287.472
459,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.7361062,-76.55917581,38.888658,nan,"u""""Aircraft""""",1287.472
460,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612384,-76.55695478,38.89046476,nan,"u""""Aircraft""""",1287.472
461,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612384,-76.55473375,38.89227147,nan,"u""""Aircraft""""",1287.472
462,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612384,-76.55251272,38.89407813,nan,"u""""Aircraft""""",1287.472
463,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73605577,-76.55029169,38.89588475,nan,"u""""Aircraft""""",1287.472
464,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73641407,-76.54807066,38.89769133,nan,"u""""Aircraft""""",1287.472
465,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73641407,-76.54584963,38.89949786,nan,"u""""Aircraft""""",1287.472
466,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73641407,-76.5436286,38.90130434,nan,"u""""Aircraft""""",1287.472
467,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73613148,-76.54140757,38.90311077,nan,"u""""Aircraft""""",1287.472
468,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73613809,-76.53918654,38.90491716,nan,"u""""Aircraft""""",1287.472
469,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.7360136,-76.53696551,38.90672351,nan,"u""""Aircraft""""",1287.472
470,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.7360136,-76.53474448,38.90852981,nan,"u""""Aircraft""""",1287.472
471,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612224,-76.53252345,38.91033606,nan,"u""""Aircraft""""",1287.472
472,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612224,-76.53030242,38.91214227,nan,"u""""Aircraft""""",1287.472
473,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:28,357.6311111,43.73612342,-76.52808138,38.91394843,nan,"u""""Aircraft""""",1287.472
474,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73611954,-76.52586035,38.91575454,nan,"u""""Aircraft""""",1287.472
475,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73611954,-76.52363932,38.91756061,nan,"u""""Aircraft""""",1287.472
476,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73610166,-76.52141829,38.91936663,nan,"u""""Aircraft""""",1287.472
477,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73611777,-76.51919726,38.92117261,nan,"u""""Aircraft""""",1287.472
478,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.51697623,38.92297854,nan,"u""""Aircraft""""",1287.472
479,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73611309,-76.5147552,38.92478442,nan,"u""""Aircraft""""",1287.472
480,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.51253417,38.92659026,nan,"u""""Aircraft""""",1287.472
481,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.51031314,38.92839605,nan,"u""""Aircraft""""",1287.472
482,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.50809211,38.9302018,nan,"u""""Aircraft""""",1287.472
483,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.50587108,38.9320075,nan,"u""""Aircraft""""",1287.472
484,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.50365005,38.93381316,nan,"u""""Aircraft""""",1287.472
485,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.50142902,38.93561877,nan,"u""""Aircraft""""",1287.472
486,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73611309,-76.49920799,38.93742433,nan,"u""""Aircraft""""",1287.472
487,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.49698695,38.93922984,nan,"u""""Aircraft""""",1287.472
488,37000,27000,43.625,538,AAL1435,8,32800,2/2/2017 19:29,435000,2/2/2017 19:22,D,506,AVoPH-adEp_4vUo2LNRP,Aircraft,800,,4/7/2021 11:29,357.6311111,43.73612417,-76.49476592,38.94103532,nan,"u""""Aircraft""""",1287.472
