OID_,MAX_alt,MIN_alt,MEAN_heading,MAX_gs,ident,COUNT_,MEAN_alt,END_DATETIME,TRACK_DURATION,START_DATETIME,ANY_altChange,MIN_gs,F_id,PlatformType,Speed,DateTime,DateTimeSim,Distance_1_sec,BEARING,POINT_X,POINT_Y,POINT_Z,PlatformName,Speed_km_hr
1,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9928278,-77.76712431,39.42484472,nan,"u""""Aircraft""""",1287.472
2,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9940002,-77.76984861,39.42352942,nan,"u""""Aircraft""""",1287.472
3,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.993968,-77.77257292,39.42221409,nan,"u""""Aircraft""""",1287.472
4,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9923796,-77.77529723,39.42089874,nan,"u""""Aircraft""""",1287.472
5,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.993964,-77.77802153,39.41958336,nan,"u""""Aircraft""""",1287.472
6,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9950642,-77.78074584,39.41826796,nan,"u""""Aircraft""""",1287.472
7,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9940002,-77.78347015,39.41695253,nan,"u""""Aircraft""""",1287.472
8,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939962,-77.78619445,39.41563708,nan,"u""""Aircraft""""",1287.472
9,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939841,-77.78891876,39.4143216,nan,"u""""Aircraft""""",1287.472
10,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939801,-77.79164307,39.4130061,nan,"u""""Aircraft""""",1287.472
11,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939881,-77.79436738,39.41169057,nan,"u""""Aircraft""""",1287.472
12,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939962,-77.79709168,39.41037502,nan,"u""""Aircraft""""",1287.472
13,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9940043,-77.79981599,39.40905944,nan,"u""""Aircraft""""",1287.472
14,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939801,-77.8025403,39.40774384,nan,"u""""Aircraft""""",1287.472
15,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939761,-77.8052646,39.40642821,nan,"u""""Aircraft""""",1287.472
16,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.993964,-77.80798891,39.40511256,nan,"u""""Aircraft""""",1287.472
17,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939599,-77.81071322,39.40379689,nan,"u""""Aircraft""""",1287.472
18,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939479,-77.81343752,39.40248119,nan,"u""""Aircraft""""",1287.472
19,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.993964,-77.81616183,39.40116546,nan,"u""""Aircraft""""",1287.472
20,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,237.9939519,-77.81888614,39.39984971,nan,"u""""Aircraft""""",1287.472
21,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680733,-77.82161044,39.39853393,nan,"u""""Aircraft""""",1287.472
22,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680736,-77.82435994,39.39724982,nan,"u""""Aircraft""""",1287.472
23,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680869,-77.82710991,39.39596626,nan,"u""""Aircraft""""",1287.472
24,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680648,-77.82985987,39.39468268,nan,"u""""Aircraft""""",1287.472
25,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680442,-77.83260984,39.39339908,nan,"u""""Aircraft""""",1287.472
26,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,D,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680844,-77.8353598,39.39211545,nan,"u""""Aircraft""""",1287.472
27,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,D,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680349,-77.83810977,39.39083181,nan,"u""""Aircraft""""",1287.472
28,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680718,-77.84085973,39.38954813,nan,"u""""Aircraft""""",1287.472
29,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680573,-77.8436097,39.38826444,nan,"u""""Aircraft""""",1287.472
30,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680748,-77.84635966,39.38698072,nan,"u""""Aircraft""""",1287.472
31,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,238.8680603,-77.84910963,39.38569697,nan,"u""""Aircraft""""",1287.472
32,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,241.2399526,-77.85185959,39.3844132,nan,"u""""Aircraft""""",1287.472
33,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703814,-77.85463785,39.38316858,nan,"u""""Aircraft""""",1287.472
34,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703958,-77.85749448,39.3820324,nan,"u""""Aircraft""""",1287.472
35,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703761,-77.86035111,39.3808962,nan,"u""""Aircraft""""",1287.472
36,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704086,-77.86320774,39.37975998,nan,"u""""Aircraft""""",1287.472
37,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.770389,-77.86606437,39.37862374,nan,"u""""Aircraft""""",1287.472
38,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703863,-77.868921,39.37748749,nan,"u""""Aircraft""""",1287.472
39,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704188,-77.87177763,39.37635121,nan,"u""""Aircraft""""",1287.472
40,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703991,-77.87463426,39.37521492,nan,"u""""Aircraft""""",1287.472
41,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704135,-77.87749089,39.37407861,nan,"u""""Aircraft""""",1287.472
42,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703758,-77.88034751,39.37294228,nan,"u""""Aircraft""""",1287.472
43,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704093,-77.88320414,39.37180593,nan,"u""""Aircraft""""",1287.472
44,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704237,-77.88606077,39.37066956,nan,"u""""Aircraft""""",1287.472
45,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.770404,-77.8889174,39.36953318,nan,"u""""Aircraft""""",1287.472
46,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704365,-77.89177403,39.36839678,nan,"u""""Aircraft""""",1287.472
47,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704168,-77.89463066,39.36726035,nan,"u""""Aircraft""""",1287.472
48,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703961,-77.89748729,39.36612391,nan,"u""""Aircraft""""",1287.472
49,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703765,-77.90034392,39.36498746,nan,"u""""Aircraft""""",1287.472
50,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.770427,-77.90320055,39.36385098,nan,"u""""Aircraft""""",1287.472
51,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7703712,-77.90605717,39.36271448,nan,"u""""Aircraft""""",1287.472
52,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.7704037,-77.9089138,39.36157797,nan,"u""""Aircraft""""",1287.472
53,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:21,357.6311111,242.770384,-77.91177043,39.36044143,nan,"u""""Aircraft""""",1287.472
54,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703911,-77.91462706,39.35930488,nan,"u""""Aircraft""""",1287.472
55,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704138,-77.91748369,39.35816831,nan,"u""""Aircraft""""",1287.472
56,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703942,-77.92034032,39.35703173,nan,"u""""Aircraft""""",1287.472
57,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704266,-77.92319695,39.35589512,nan,"u""""Aircraft""""",1287.472
58,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703889,-77.92605358,39.35475849,nan,"u""""Aircraft""""",1287.472
59,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703863,-77.92891021,39.35362185,nan,"u""""Aircraft""""",1287.472
60,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704017,-77.93176683,39.35248519,nan,"u""""Aircraft""""",1287.472
61,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704171,-77.93462346,39.35134851,nan,"u""""Aircraft""""",1287.472
62,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703614,-77.93748009,39.35021181,nan,"u""""Aircraft""""",1287.472
63,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704118,-77.94033672,39.34907509,nan,"u""""Aircraft""""",1287.472
64,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703742,-77.94319335,39.34793835,nan,"u""""Aircraft""""",1287.472
65,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704066,-77.94604998,39.3468016,nan,"u""""Aircraft""""",1287.472
66,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.770422,-77.94890661,39.34566482,nan,"u""""Aircraft""""",1287.472
67,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703843,-77.95176324,39.34452803,nan,"u""""Aircraft""""",1287.472
68,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704167,-77.95461987,39.34339122,nan,"u""""Aircraft""""",1287.472
69,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703791,-77.95747649,39.34225439,nan,"u""""Aircraft""""",1287.472
70,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7704295,-77.96033312,39.34111755,nan,"u""""Aircraft""""",1287.472
71,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703919,-77.96318975,39.33998068,nan,"u""""Aircraft""""",1287.472
72,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.7703892,-77.96604638,39.3388438,nan,"u""""Aircraft""""",1287.472
73,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541448,-77.96890301,39.33770689,nan,"u""""Aircraft""""",1287.472
74,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541541,-77.97176107,39.33657213,nan,"u""""Aircraft""""",1287.472
75,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541285,-77.97461985,39.33543842,nan,"u""""Aircraft""""",1287.472
76,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541378,-77.97747862,39.3343047,nan,"u""""Aircraft""""",1287.472
77,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541651,-77.9803374,39.33317095,nan,"u""""Aircraft""""",1287.472
78,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541695,-77.98319617,39.33203719,nan,"u""""Aircraft""""",1287.472
79,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541524,-77.98605495,39.33090341,nan,"u""""Aircraft""""",1287.472
80,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541183,-77.98891372,39.3297696,nan,"u""""Aircraft""""",1287.472
81,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541722,-77.99177249,39.32863579,nan,"u""""Aircraft""""",1287.472
82,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541551,-77.99463127,39.32750195,nan,"u""""Aircraft""""",1287.472
83,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.854156,-77.99749004,39.32636809,nan,"u""""Aircraft""""",1287.472
84,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541389,-78.00034882,39.32523422,nan,"u""""Aircraft""""",1287.472
85,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541398,-78.00320759,39.32410032,nan,"u""""Aircraft""""",1287.472
86,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541757,-78.00606637,39.32296641,nan,"u""""Aircraft""""",1287.472
87,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541416,-78.00892514,39.32183249,nan,"u""""Aircraft""""",1287.472
88,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541596,-78.01178392,39.32069854,nan,"u""""Aircraft""""",1287.472
89,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541434,-78.01464269,39.31956457,nan,"u""""Aircraft""""",1287.472
90,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541613,-78.01750147,39.31843059,nan,"u""""Aircraft""""",1287.472
91,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541443,-78.02036024,39.31729658,nan,"u""""Aircraft""""",1287.472
92,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541272,-78.02321901,39.31616256,nan,"u""""Aircraft""""",1287.472
93,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541461,-78.02607779,39.31502852,nan,"u""""Aircraft""""",1287.472
94,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541469,-78.02893656,39.31389446,nan,"u""""Aircraft""""",1287.472
95,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541649,-78.03179534,39.31276039,nan,"u""""Aircraft""""",1287.472
96,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541308,-78.03465411,39.31162629,nan,"u""""Aircraft""""",1287.472
97,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541487,-78.03751289,39.31049218,nan,"u""""Aircraft""""",1287.472
98,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541496,-78.04037166,39.30935805,nan,"u""""Aircraft""""",1287.472
99,34000,34000,241.8,355,AAL1072,5,34000,2/2/2017 19:13,169000,2/2/2017 19:10,C,350,AVoPISUYEp_4vUo2LSUm,Aircraft,800,,4/7/2021 11:22,357.6311111,242.8541505,-78.04323044,39.3082239,nan,"u""""Aircraft""""",1287.472
