OID_,ident,DateTimeSim,POINT_X,POINT_Y
6487,AAY1622,4/7/2021 11:22:43,-76.66555092,38.72289189
6736,ASH6006,4/7/2021 11:22:43,-77.73927456,38.79501718
7172,ASH6154,4/7/2021 11:22:43,-77.79988932,38.98712965
7400,AMX409,4/7/2021 11:22:43,-76.47366297,39.40826799
8014,ASH6263,4/7/2021 11:22:43,-77.81756224,38.95126975
8287,ASH6301,4/7/2021 11:22:43,-77.02994593,39.44623806
8877,ASQ4103,4/7/2021 11:22:43,-76.18394622,38.81765274
9077,ASQ4242,4/7/2021 11:22:43,-76.60855989,39.23401225
9520,ASQ4457,4/7/2021 11:22:43,-77.82220009,39.39902074
9766,ASQ4255,4/7/2021 11:22:43,-76.42300665,38.98367004
9994,AWI3982,4/7/2021 11:22:43,-77.55897361,38.69691914
10199,ASQ5146,4/7/2021 11:22:43,-76.36756434,38.73344845
10449,ASQ5209,4/7/2021 11:22:43,-76.17811814,38.66914307
10602,AWI4057,4/7/2021 11:22:43,-77.28509816,38.97830546
10953,ASQ5132,4/7/2021 11:22:43,-77.11638037,39.36543318
11505,DAL1469,4/7/2021 11:22:43,-77.77835398,39.01620137
11898,ASQ5477,4/7/2021 11:22:43,-77.80420014,39.40778256
12106,DAL1467,4/7/2021 11:22:43,-76.03917982,39.31182942
12218,AWI4121,4/7/2021 11:22:43,-77.29552345,38.97688895
12549,AWI3903,4/7/2021 11:22:43,-77.48077996,39.17188551
12868,DAL1946,4/7/2021 11:22:43,-76.06301962,38.65095723
12985,AWI876A,4/7/2021 11:22:43,-77.04501408,39.04166185
13367,DAL151,4/7/2021 11:22:43,-77.29005469,38.9743683
13734,DAL2039,4/7/2021 11:22:43,-76.71955039,38.70014976
14014,DAL1561,4/7/2021 11:22:43,-77.02708707,39.44822211
14589,DAL1437,4/7/2021 11:22:43,-77.67504599,39.45033108
98,AAL1072,4/7/2021 11:22:44,-78.04037166,39.30935805
208,AAL1227,4/7/2021 11:22:44,-77.0374231,38.69302795
352,AAL1435,4/7/2021 11:22:44,-76.79655887,38.69487364
772,AAL1202,4/7/2021 11:22:44,-77.29154383,38.99251967
1127,AAL1678,4/7/2021 11:22:44,-77.1264269,39.35590287
1687,AAL1710,4/7/2021 11:22:44,-77.34680898,38.85640889
2046,AAL1936,4/7/2021 11:22:44,-77.47048776,38.72948226
2323,AAL1970,4/7/2021 11:22:44,-76.73673247,38.70614569
2638,AAL2129,4/7/2021 11:22:44,-76.3385056,38.77948955
3057,AAL1992,4/7/2021 11:22:44,-76.54435812,39.36155588
3719,AAL2056,4/7/2021 11:22:44,-76.57783685,39.34076967
4278,AAL2072,4/7/2021 11:22:44,-76.68116623,38.71013657
4609,AAL2262,4/7/2021 11:22:44,-77.74525666,39.43525802
4829,AAL324,4/7/2021 11:22:44,-77.05103858,39.04104508
5184,AAL327,4/7/2021 11:22:44,-77.80299984,39.02180043
5621,AAL2149,4/7/2021 11:22:44,-77.11354134,39.05187916
6029,AAL2248,4/7/2021 11:22:44,-76.98317713,39.20063046
6488,AAY1622,4/7/2021 11:22:44,-76.66243992,38.7235174
6737,ASH6006,4/7/2021 11:22:44,-77.73654437,38.79633117
7173,ASH6154,4/7/2021 11:22:44,-77.79722588,38.98573327
7401,AMX409,4/7/2021 11:22:44,-76.476148,39.40669478
8015,ASH6263,4/7/2021 11:22:44,-77.81450491,38.95203721
8288,ASH6301,4/7/2021 11:22:44,-77.03197716,39.44431595
8878,ASQ4103,4/7/2021 11:22:44,-76.18248227,38.81988084
9078,ASQ4242,4/7/2021 11:22:44,-76.61036537,39.23195393
9521,ASQ4457,4/7/2021 11:22:44,-77.82494883,39.39773565
9767,ASQ4255,4/7/2021 11:22:44,-76.42086564,38.98553191
9995,AWI3982,4/7/2021 11:22:44,-77.56125973,38.69515747
10200,ASQ5146,4/7/2021 11:22:44,-76.36527768,38.73520875
10450,ASQ5209,4/7/2021 11:22:44,-76.17572473,38.67081629
10603,AWI4057,4/7/2021 11:22:44,-77.28825825,38.97785552
10954,ASQ5132,4/7/2021 11:22:44,-77.11838511,39.36349231
11506,DAL1469,4/7/2021 11:22:44,-77.77530226,39.01542124
11899,ASQ5477,4/7/2021 11:22:44,-77.80694385,39.40649122
12107,DAL1467,4/7/2021 11:22:44,-76.03701651,39.31366706
12219,AWI4121,4/7/2021 11:22:44,-77.29869342,38.97648318
12550,AWI3903,4/7/2021 11:22:44,-77.48277343,39.17383864
12869,DAL1946,4/7/2021 11:22:44,-76.0611249,38.65298338
12986,AWI876A,4/7/2021 11:22:44,-77.04199891,39.0425232
13368,DAL151,4/7/2021 11:22:44,-77.29167344,38.97221088
13735,DAL2039,4/7/2021 11:22:44,-76.71708864,38.70176071
14015,DAL1561,4/7/2021 11:22:44,-77.02908493,39.44627931
14590,DAL1437,4/7/2021 11:22:44,-77.67183334,39.45032541
99,AAL1072,4/7/2021 11:22:45,-78.04323044,39.3082239
209,AAL1227,4/7/2021 11:22:45,-77.03700019,38.69551358
353,AAL1435,4/7/2021 11:22:45,-76.7943624,38.69670347
773,AAL1202,4/7/2021 11:22:45,-77.29475197,38.992652
1128,AAL1678,4/7/2021 11:22:45,-77.12843141,39.3539616
1688,AAL1710,4/7/2021 11:22:45,-77.34797447,38.85407753
2047,AAL1936,4/7/2021 11:22:45,-77.4720992,38.72731409
2324,AAL1970,4/7/2021 11:22:45,-76.73435002,38.70782755
2639,AAL2129,4/7/2021 11:22:45,-76.34169493,38.77979076
3058,AAL1992,4/7/2021 11:22:45,-76.5468735,39.3600107
3720,AAL2056,4/7/2021 11:22:45,-76.58033124,39.33920382
4279,AAL2072,4/7/2021 11:22:45,-76.67831595,38.7112932
4610,AAL2262,4/7/2021 11:22:45,-77.7479823,39.43394457
4830,AAL324,4/7/2021 11:22:45,-77.04784573,39.04076843
5185,AAL327,4/7/2021 11:22:45,-77.79995216,39.02101088
5622,AAL2149,4/7/2021 11:22:45,-77.11111485,39.05351424
6030,AAL2248,4/7/2021 11:22:45,-76.9855489,39.19895116
6489,AAY1622,4/7/2021 11:22:45,-76.65932891,38.7241429
6738,ASH6006,4/7/2021 11:22:45,-77.73378674,38.79761574
7174,ASH6154,4/7/2021 11:22:45,-77.79456245,38.98433687
7402,AMX409,4/7/2021 11:22:45,-76.47863304,39.40512154
8016,ASH6263,4/7/2021 11:22:45,-77.81144758,38.95280466
8289,ASH6301,4/7/2021 11:22:45,-77.03400839,39.4423938
8879,ASQ4103,4/7/2021 11:22:45,-76.1810192,38.82210923
9079,ASQ4242,4/7/2021 11:22:45,-76.61217085,39.22989556
9522,ASQ4457,4/7/2021 11:22:45,-77.82769757,39.39645054
9768,ASQ4255,4/7/2021 11:22:45,-76.41872464,38.98739373
9996,AWI3982,4/7/2021 11:22:45,-77.56354584,38.69339576
10201,ASQ5146,4/7/2021 11:22:45,-76.36299103,38.736969
10451,ASQ5209,4/7/2021 11:22:45,-76.17333133,38.67248947
10604,AWI4057,4/7/2021 11:22:45,-77.29141834,38.97740559
10955,ASQ5132,4/7/2021 11:22:45,-77.12038985,39.36155139
11507,DAL1469,4/7/2021 11:22:45,-77.77225054,39.0146411
11900,ASQ5477,4/7/2021 11:22:45,-77.80968755,39.40519986
12108,DAL1467,4/7/2021 11:22:45,-76.0348532,39.31550464
12220,AWI4121,4/7/2021 11:22:45,-77.30186339,38.9760774
12551,AWI3903,4/7/2021 11:22:45,-77.4847669,39.17579171
12870,DAL1946,4/7/2021 11:22:45,-76.05923018,38.65500948
12987,AWI876A,4/7/2021 11:22:45,-77.03898373,39.04338454
13369,DAL151,4/7/2021 11:22:45,-77.2932922,38.9700534
13736,DAL2039,4/7/2021 11:22:45,-76.7146269,38.70337162
14016,DAL1561,4/7/2021 11:22:45,-77.03108279,39.44433646
14591,DAL1437,4/7/2021 11:22:45,-77.66862069,39.45031974
100,AAL1072,4/7/2021 11:22:46,-78.04608921,39.30708973
210,AAL1227,4/7/2021 11:22:46,-77.03657728,38.69799913
354,AAL1435,4/7/2021 11:22:46,-76.79216594,38.69853325
774,AAL1202,4/7/2021 11:22:46,-77.29796011,38.99278434
1129,AAL1678,4/7/2021 11:22:46,-77.13043592,39.35202027
1689,AAL1710,4/7/2021 11:22:46,-77.34913996,38.85174609
2048,AAL1936,4/7/2021 11:22:46,-77.47371064,38.72514584
2325,AAL1970,4/7/2021 11:22:46,-76.73196758,38.70950937
2640,AAL2129,4/7/2021 11:22:46,-76.34488426,38.78009198
3059,AAL1992,4/7/2021 11:22:46,-76.54938887,39.35846548
3721,AAL2056,4/7/2021 11:22:46,-76.58282563,39.33763793
4280,AAL2072,4/7/2021 11:22:46,-76.67546568,38.71244981
4611,AAL2262,4/7/2021 11:22:46,-77.75070795,39.43263109
4831,AAL324,4/7/2021 11:22:46,-77.04465288,39.04049178
5186,AAL327,4/7/2021 11:22:46,-77.79690448,39.02022132
5623,AAL2149,4/7/2021 11:22:46,-77.10868835,39.05514929
6031,AAL2248,4/7/2021 11:22:46,-76.98792068,39.19727182
6490,AAY1622,4/7/2021 11:22:46,-76.65621791,38.72476839
6739,ASH6006,4/7/2021 11:22:46,-77.7310291,38.79890029
7175,ASH6154,4/7/2021 11:22:46,-77.79189901,38.98294044
7403,AMX409,4/7/2021 11:22:46,-76.48111807,39.40354827
8017,ASH6263,4/7/2021 11:22:46,-77.80839025,38.9535721
8290,ASH6301,4/7/2021 11:22:46,-77.03603962,39.44047159
8880,ASQ4103,4/7/2021 11:22:46,-76.17955632,38.82433762
9080,ASQ4242,4/7/2021 11:22:46,-76.61397633,39.22783712
9523,ASQ4457,4/7/2021 11:22:46,-77.83044631,39.3951654
9769,ASQ4255,4/7/2021 11:22:46,-76.41658363,38.9892555
9997,AWI3982,4/7/2021 11:22:46,-77.56583196,38.69163401
10202,ASQ5146,4/7/2021 11:22:46,-76.36070438,38.73872921
10452,ASQ5209,4/7/2021 11:22:46,-76.17093792,38.67416261
10605,AWI4057,4/7/2021 11:22:46,-77.29457843,38.97695565
10956,ASQ5132,4/7/2021 11:22:46,-77.12239459,39.35961042
11508,DAL1469,4/7/2021 11:22:46,-77.76919882,39.01386095
11901,ASQ5477,4/7/2021 11:22:46,-77.81243125,39.40390848
12109,DAL1467,4/7/2021 11:22:46,-76.03268989,39.31734218
12221,AWI4121,4/7/2021 11:22:46,-77.30503336,38.97567162
12552,AWI3903,4/7/2021 11:22:46,-77.48676036,39.17774473
12871,DAL1946,4/7/2021 11:22:46,-76.05733546,38.65703551
12988,AWI876A,4/7/2021 11:22:46,-77.03596856,39.04424586
13370,DAL151,4/7/2021 11:22:46,-77.29491095,38.96789585
13737,DAL2039,4/7/2021 11:22:46,-76.71216516,38.7049825
14017,DAL1561,4/7/2021 11:22:46,-77.03308065,39.44239356
14592,DAL1437,4/7/2021 11:22:46,-77.66540805,39.45031407
101,AAL1072,4/7/2021 11:22:47,-78.04894798,39.30595554
211,AAL1227,4/7/2021 11:22:47,-77.03615436,38.70048459
355,AAL1435,4/7/2021 11:22:47,-76.78996947,38.70036298
775,AAL1202,4/7/2021 11:22:47,-77.30116825,38.99291667
1130,AAL1678,4/7/2021 11:22:47,-77.13244044,39.35007889
1690,AAL1710,4/7/2021 11:22:47,-77.35030546,38.84941457
2049,AAL1936,4/7/2021 11:22:47,-77.47532208,38.72297754
2326,AAL1970,4/7/2021 11:22:47,-76.72958514,38.71119115
2641,AAL2129,4/7/2021 11:22:47,-76.3480736,38.78039319
3060,AAL1992,4/7/2021 11:22:47,-76.55190425,39.35692023
3722,AAL2056,4/7/2021 11:22:47,-76.58532002,39.33607201
4281,AAL2072,4/7/2021 11:22:47,-76.67261541,38.71360639
4612,AAL2262,4/7/2021 11:22:47,-77.75343359,39.43131759
4832,AAL324,4/7/2021 11:22:47,-77.04146003,39.04021512
5187,AAL327,4/7/2021 11:22:47,-77.7938568,39.01943175
5624,AAL2149,4/7/2021 11:22:47,-77.10626186,39.05678431
6032,AAL2248,4/7/2021 11:22:47,-76.99029245,39.19559244
6491,AAY1622,4/7/2021 11:22:47,-76.6531069,38.72539388
6740,ASH6006,4/7/2021 11:22:47,-77.72827147,38.80018482
7176,ASH6154,4/7/2021 11:22:47,-77.78923557,38.98154398
7404,AMX409,4/7/2021 11:22:47,-76.48360311,39.40197496
8018,ASH6263,4/7/2021 11:22:47,-77.80533292,38.95433953
8291,ASH6301,4/7/2021 11:22:47,-77.03807085,39.43854932
8881,ASQ4103,4/7/2021 11:22:47,-76.17809344,38.82656594
9081,ASQ4242,4/7/2021 11:22:47,-76.61585096,39.22581748
9524,ASQ4457,4/7/2021 11:22:47,-77.83319505,39.39388024
